ITEM,SETOR,NUP,EMPRESA,VALOR,COMPETENCIA,CONTRATO,VENCIMENTO_CONTRATO,NOTA_PATRIMONIAL,PARCELA,ITEM_DESPESA,FONTE,NATUREZA_DE_DESPESA,RECURSO,P_A,NUMERO_EMPENHO,IMPOSTO_DE_RENDA,IMPOSTO_ISS,INSS,DATA_PAGAMENTO,VALOR_LIQUIDO,N_DA_LIQUIDAO,Unnamed_30
489,CMMH,24001.025904/2025-62,MEDICAL LIFE,353894.0,2025-04-01,OC,2025-06-02 00:00:00.000000000,463,755.0,1895,TESOURO,339030,T/500,T/500,2025NE000690,"R$ 424,67",XXX,XXX,2025-05-27 00:00:00,"R$ 34.964,73",2025NL001118,
490,CMMH,24001.025857/2025-57,OPEN FARMA,12600.0,2025-04-01,OC,2025-06-12 00:00:00.000000000,428,739.0,1895,TESOURO,339030,T/500,T/500,2025NE000588,"R$ 151,20",XXX,XXX,2025-05-07 00:00:00,"R$ 12.448,80",2025NL000952,
491,CMMH,24001.025862/2025-60,MEDICOR,4000.0,2025-04-01,OC,2025-06-12 00:00:00.000000000,428,739.0,1895,TESOURO,339030,T/500,T/500,2025NE000582,"R$ 48,00",XXX,XXX,2025-05-21 00:00:00,"R$ 3.952,00",2025NL001081,
492,CMMH,24001.025878/2025-72,ULTRA MEDICAL,4104.0,2025-04-01,OC,2025-06-12 00:00:00.000000000,463,750.0,1895,TESOURO,339030,T/500,T/500,2025NE000665,"R$ 49,25",XXX,XXX,2025-05-15 00:00:00,"R$ 4.054,75",2025NL001034,
493,CMMH,24001.025835/2025-97,EDWARDS LIFESCIENCES,6477.0,2025-04-01,OC,2025-05-06 00:00:00.000000000,463,750.0,1895,TESOURO,339030,T/500,T/500,,IMPRESSO,,,,,,
494,EXAMES,24001.026363/2025-90,PRONTOCIRURGICO,8760.0,2025-02-01,1333/2024,,435,664.0,2192,FAE,339039,Não Informado,81716,2025NE000626,,,,,,,
495,EXAMES,24001.026223/2025-11,DNA,1896169.0,2025-02-01,118/2022,2026-03-14 00:00:00.000000000,435,664.0,2192,FAE,339039,Não Informado,81718,2025NE000624,,,,,,,
496,FARMACIA,24001.027161/2025-65,IMPORTEC,51460.0,2025-04-01,1793/2024,2026-01-08 00:00:00.000000000,510,759.0,1894,FAE,339030,PRODUÇÃO,82438,,IMPRESSO,,,,,,
497,FARMACIA,24001.027177/2025-78,IMPORTEC,46250.0,2025-04-01,541/2024,2025-06-18 00:00:00.000000000,510,759.0,1894,FAE,339030,PRODUÇÃO,82698,2025NE000768,"R$555,00",XXX,XXX,2025-05-08 00:00:00,"R$45.695,00",2025NL000962,
498,ALMOXARIFADO,24001.025642/2025-36,F C COMERCIO,7600.0,2025-04-01,OC,2026-03-17 00:00:00.000000000,567,763.0,1882,FAE,339030,Não Informado,,,,,,,,,
499,FARMACIA,24001.027499/2025-17,DNE,41900.0,2025-04-01,1307/2024,2025-10-08 00:00:00.000000000,483,752.0,1894,FAE,339030,Produção,82157,,IMPRESSO,,,,,,
500,ALMOXARIFADO,24001.027502/2025-01,CONCEITO COMERCIO,10250.0,2025-04-01,1532/2024,2025-05-07 00:00:00.000000000,435,740.0,1882,FAE,339030,PORT 6.426,84915,2025NE000591,,,,,,,
501,CMMH,24001.027404/2025-65,ATAX,2010.0,2025-04-01,1467/2024,2025-11-01 00:00:00.000000000,428,739.0,1895,TESOURO,339030,T/500,T/500,,,,,,,,
NP,Não Informado,,Não Informado,,,Não Informado,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
502,FARMACIA,24001.027209/2025-35,DNE,60160.0,2025-04-01,OC,2025-08-11 00:00:00.000000000,483,752.0,1894,FAE,339030,Produção,86180,2025NE000677,,,,,,,
503,FARMACIA,24001.027205/2025-57,DNE,60160.0,2025-04-01,OC,2025-08-11 00:00:00.000000000,483,752.0,1894,FAE,339030,Produção,82026,,IMPRESSO,,,,,,
504,FARMACIA,24001.027207/2025-46,DNE,60160.0,2025-04-01,OC,2025-08-11 00:00:00.000000000,483,752.0,1894,FAE,339030,PRODUÇÃO,83696,2025NE000678,"R$ 721,92",XXX,XXX,2025-05-21 00:00:00,"R$ 59.438,08",2025NL001080,
505,CMMH,24001.027059/2025-60,MEDEVICES PRODUTOS,13194.0,2025-04-01,OC,2025-09-12 00:00:00.000000000,463,750.0,1895,TESOURO,339030,T/500,T/500,2025NE000664,"R$ 15,83",XXX,XXX,2025-05-14 00:00:00,"R$ 1.303,57",2025NL0001023,
506,CMMH,24001.027066/2025-61,UNIVEN,3155.0,2025-04-01,OC,2025-09-26 00:00:00.000000000,463,755.0,1895,TESOURO,339030,T/500,T/500,2025NE000691,"R$ 37,86",XXX,XXX,2025-05-09 00:00:00,"R$ 3.117,14",2025NL000977,
507,CMMH,24001.027065/2025-17,J.R. COMERCIO DE FIOS,25424.0,2025-04-01,OC,2025-09-24 00:00:00.000000000,463,755.0,1895,TESOURO,339030,T/500,T/500,2025NE000692,SIMP.NAC,XXX,XXX,2025-05-14 00:00:00,"R$ 2.542,40",2025NL001028,
508,CMMH,24001.027215/2025-92,SAM MEDIC,14500.0,2025-04-01,OC,2025-10-22 00:00:00.000000000,463,755.0,1895,TESOURO,339030,T/500,T/500,,,,,,,,
509,CMMH,24001.027068/2025-51,BRAILE BIOMEDICA,5000.0,2025-04-01,OC,2025-10-21 00:00:00.000000000,463,755.0,1895,TESOURO,339030,T/500,T/500,2025NE000695,"R$ 60,00",XXX,XXX,2025-05-07 00:00:00,"R$ 4.940,00",2025NL000951,
510,CMMH,24001.027056/2025-26,POLYSUTURE,6948.0,2025-04-01,OC,2025-06-28 00:00:00.000000000,463,755.0,1895,TESOURO,339030,T/500,T/500,2025NE000696,"R$ 83,38",XXX,XXX,2025-05-27 00:00:00,"R$ 6.864,62",2025NL001113,
511,CMMH,24001.027057/2025-71,BIOLINE FIOS CIRURGICOS,408816.0,2025-04-01,OC,2025-06-28 00:00:00.000000000,463,755.0,1895,TESOURO,339030,T/500,T/500,,IMPRESSO,,,,,,
512,CMMH,24001.027055/2025-81,QUEBEC COMERCIAL,3232.0,2025-04-01,OC,2025-06-24 00:00:00.000000000,463,755.0,1895,TESOURO,339030,T/500,T/500,,IMPRESSO,,,,,,
513,CMMH,24001.027061/2025-39,B BRAUN,9999.0,2025-04-01,OC,2025-09-18 00:00:00.000000000,463,755.0,1895,TESOURO,339030,T/500,T/500,2025NE000702,"R$ 114,53",XXX,XXX,2025-05-13 00:00:00,"R$ 9.429,97",2025NL001013,
514,CMMH,24001.027054/2025-37,PANORAMA,752.0,2025-04-01,OC,2025-06-24 00:00:00.000000000,463,757.0,1874,TESOURO,339030,T/500,T/500,,,,,,,,
515,NUTRIÇÃO,24001.026031/2025-13,FRESENIUS KABI,6120.0,2025-04-01,OC,2025-12-05 00:00:00.000000000,567,768.0,1872,FAE,339030,Não Informado,T/500,,,,,,,,
516,NUTRIÇÃO,24001.026035/2025-93,ART MEDICA,82944.0,2025-04-01,OC,2025-06-16 00:00:00.000000000,567,768.0,1872,FAE,339030,PRODUÇÃO,83374,2025NE000762,"R$ 99,53",XXX,XXX,2025-05-20 00:00:00,"R$ 8.194,87",2025NL001058,
517,CMMH,24001.027053/2025-92,OLIDEF CZ IND,27500.0,2025-04-01,OC,2025-06-06 00:00:00.000000000,463,757.0,1874,TESOURO,339030,T/500,T/500,2025NE000706,"R$ 330,00",XXX,XXX,2025-05-14 00:00:00,"R$ 27.170,00",2025NL001029,
518,LABORATORIO,24001.027639/2025-57,DAILYTECH,18650874.0,2025-04-01,184/2025,,435,743.0,1894,SUS,339030,PRODUÇÃO,83563,2025NE000728,"R$ 2.238,10",XXX,XXX,2025-05-20 00:00:00,"R$ 184.270,64",2025NL001069,
519,CMMH,24001.016816/2025-70,MEDICONE,895.0,2025-04-01,OC,2025-09-11 00:00:00.000000000,567,764.0,1895,SUS,339030,PRODUÇÃO,84102,2025NE000764,,,,,,,
520,CMMH,24001.016817/2025-14,DE PAULI,22545.0,2025-04-01,OC,2025-09-11 00:00:00.000000000,463,757.0,1874,TESOURO,339030,T/500,T/500,2025NE000980,"R$ 27,05",XXX,XXX,2025-05-09 00:00:00,"R$ 2.227,45",2025NL000980,
NP,Não Informado,,Não Informado,,,Não Informado,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
521,ROUPARIA,24001.027610/2025-75,TECLAV,48400187.0,2025-03-01,899/2022,2025-12-14 00:00:00.000000000,730,708.0,2223,FAE,339030,PORT 6.426,84858,2025NE001034,,,,,,,
522,ROUPARIA,24001.027600/2025-30,TECLAV,1163568.0,2025-03-01,899/2022,2025-12-14 00:00:00.000000000,730,708.0,2223,FAE,339030,PORT 6.426,84859,2025NE001035,,,,,,,
523,EXAMES,24001.021290/2025-40,MARIA HELENA,1360783.0,2025-01-01,112/2022,2026-04-29 00:00:00.000000000,567,682.0,2192,FAE,339039,PRODUÇÃO,82644,2025NE000784,"R$163,29","R$408,23",XXX,2025-05-07 00:00:00,"R$13.036,31",2025NL000941,
524,EXAMES, 24001.028212/2025-76,MARIA HELENA,717331.0,2025-02-01,1122/2022,2025-12-14 00:00:00.000000000,567,682.0,2192,FAE,339039,PRODUÇÃO,82642,2025NE000786,"R$86,08","R$215,20",XXX,2025-05-07 00:00:00,"R$6.872,03",2025NL000940,
525,EXAMES, 24001.026811/2025-55,GASPAR VIANA,716112.0,2025-02-01,122/2022,2026-03-14 00:00:00.000000000,567,682.0,2192,FAE,339039,PRODUÇÃO,82479,,IMPRESSO,,,,,,
526,EXAMES,24001.026783/2025-76,GASPAR VIANA,614882.0,2025-02-01,516/2022,2025-07-27 00:00:00.000000000,567,682.0,2192,FAE,339039,PRODUÇÃO,82476,,IMPRESSO,,,,,,
527,EXAMES,24001.026479/2025-29,GASPAR VIANA,536139.0,2025-02-01,402/2022,2025-07-05 00:00:00.000000000,567,682.0,2192,FAE,339039,PRODUÇÃO,82478,,IMPRESSO,,,,,,
528,EXAMES,24001.026442/2025-09,GASPAR VIANA,4046.0,2025-02-01,1143/2019,2025-10-30 00:00:00.000000000,567,682.0,2192,FAE,339039,PRODUÇÃO,82480,,IMPRESSO,,,,,,
529,EXAMES,24001.026420/2025-31,GASPAR VIANA,223632.0,2025-02-01,1034/2021,2025-12-16 00:00:00.000000000,567,682.0,2192,FAE,339039,PRODUÇÃO,82641,2025NE000795,"R$ 26,84","R$ 67,09",XXX,2025-05-07 00:00:00,"R$ 2.142,39",2025NL000934,
530,EXAMES,24001.028194/2025-22,MARIA HELENA,177044.0,2025-02-01,1118/2021,2025-12-14 00:00:00.000000000,567,682.0,2192,FAE,339039,PRODUÇÃO,82640,2025NE000793,"R$212,45","R$531,13",XXX,2025-05-07 00:00:00,"R$16.960,82",2025NL000933,
531,FARMACIA,24001.028545/2025-03,DIAGLAB,50400.0,2025-04-01,1470/2024,2025-11-04 00:00:00.000000000,483,752.0,1894,FAE,339030,Produção,82347,,IMPRESSO,,,,,,
532,SEAGE,24001.104834/2024-27,ECS EMPRESA DE COMUNICAÇÃO,1629378.0,,DEA,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
533,MANUTENÇÃO,24001.023624/2025-10,SAFE SUPORTE (M. PERMANENTE),11614985.0,2025-03-01,OC,,572,,Não Informado,Não Informado,Não Informado,Não Informado,84068,2025NE000737,"R$ 1.393,80",XXX,XXX,2025-05-27 00:00:00,"R$ 114.756,05",2025NL001109,
534,CMMH,24001.027461/2025-44,QUEBEC COMERCIAL,6416.0,2025-04-01,OC,2025-11-07 00:00:00.000000000,463,757.0,1874,TESOURO,339030,T/500,T/500,2025NE000708,"R$ 76,99",XXX,XXX,2025-05-09 00:00:00,"R$ 6.339,01",2025NL000979,
535,CMMH,24001.027342/2025-91,MEDCORP,3800.0,2025-04-01,OC,2025-10-27 00:00:00.000000000,463,756.0,1874,TESOURO,339030,T/500,T/500,2025NE000709,"R$45,60",XXX,XXX,2025-05-19 00:00:00,"R$3.754,40",2025NL001064,
536,ALMOXARIFADO,24001.027509/2025-14,J.V. MAXIMUS,3251.0,2025-04-01,OC,2025-06-18 00:00:00.000000000,567,763.0,1882,FAE,339030,PRODUÇÃO,84051,2025NE000751,,,,,,,
537,FARMACIA,24001.027482/2025-60,PRODLAC PRODS MEDICOS,8331.0,2025-04-01,OC,2025-06-06 00:00:00.000000000,569,773.0,1894,TESOURO,339030,T/500,T/500,,,,,,,,
538,FARMACIA,24001.027484/2025-59,IMPORTEC,83400.0,2025-04-01,OC,2025-12-03 00:00:00.000000000,510,759.0,1894,FAE,339030,PRODUÇAO,82440,,IMPRESSO,,,,,,
539,MANUTENÇÃO,24001.028940/2025-88,K G CONSTRUÇÕES,13400359.0,2025-04-01,1400/2024,,483,668.0,339039,FAE,339039,Produção,81915,2025NE000686,"R$1.608,04","R$6.700,18","R$7.370,20",2025-04-23 00:00:00,"R$118.325,17",2025NL000834,
540,CMMH,24001.027335/2025-90,GASTROVISION,12585.0,2025-04-01,OC,2025-10-27 00:00:00.000000000,567,764.0,1895,SUS,339030,PRODUÇÃO,82839,2025NE000776,"R$ 15,10",XXX,XXX,2025-05-13 00:00:00,"R$ 1.243,40",2025NL0009781,
541,EXAMES,24001.028032/2025-94,FLEURY,28290.0,2025-02-01,378/2024,,567,681.0,2192,FAE,339039,PRODUÇÃO,82411,,,,,,,,
542,SEAGE,24001.028332/2025-73,ESPÓLIO DE MARISTELA,1041825.0,2025-03-01,1046/2017,2025-07-05 00:00:00.000000000,435,667.0,2083,FAE,339036,Não Informado,81666,2025NE000661,,,,,,,
543,ALMOXARIFADO,24001.028737/2025-10,CONCEITO COMERCIO,14350.0,2025-04-01,1532/2024,2025-05-07 00:00:00.000000000,567,765.0,1882,FAE,339030,Não Informado,,,,,,,,,
544,FARMACIA,24001.028833/2025-50,DIAGLAB,213625.0,2025-04-01,1715/2024,2025-12-17 00:00:00.000000000,483,752.0,1894,FAE,339030,PRODUÇÃO,82650,2025NE000683,"R$206,81",XXX,XXX,2025-05-06 00:00:00,"R$17.027,69",2025NL000939,
545,FARMACIA,24001.028835/2025-49,BECTON DICKINSON,16400.0,2025-04-01,840/2024,,567,767.0,1894,SUS,339030,PRODUÇÃO,PA DE RET(86623)86730,,,,,,,,
546,FARMACIA,24001.028063/2025-45,NDS DISTRIBUIDORA,4800.0,2025-04-01,OC,2025-04-21 00:00:00.000000000,428,745.0,1874,SUS,339030,Não Informado,,2025NE000635,"R$ 57,60",XXX,XXX,2025-05-07 00:00:00,"R$ 4.742,40",2025NL000948,
547,CMMH,24001.027513/2025-82,PANORAMA,2324.0,2025-04-01,OC,2025-11-17 00:00:00.000000000,567,764.0,1895,SUS,339030,Não Informado,,,,,,,,,
548,ALMOXARIFADO,24001.027495/2025-39,ANDRE V S MORAIS,2240.0,2025-04-01,OC,2025-04-24 00:00:00.000000000,463,753.0,1885,TESOURO,339030,T/500,T/500,2025NE000694,SIMP.NAC,XXX,XXX,2025-05-07 00:00:00,"R$ 2.240,00",2025NL000949,
549,ALMOXARIFADO,24001.005925/2025-61,COMERCIAL RIOS,15750.0,2025-04-01,OC,,494,761.0,1885,FAE,339030,Não Informado,,,,,,,,,
550,CMMH,24001.013509/2025-37,PLENAMED,4160.0,2025-04-01,OC,,463,750.0,1895,TESOURO,339030,T/500,T/500,,,,,,,,
551,CMMH,24001.027494/2025-94,MAXXI DISTRIBUIDORA,368.0,2025-04-01,OC,2025-11-17 00:00:00.000000000,463,750.0,1895,TESOURO,339030,T/500,T/500,2025NE000668,"R$ 4,42",XXX,XXX,2025-05-30 00:00:00,"R$ 363,58",2025NL001167,
552,CMMH,24001.027063/2025-28,BAXTER,163104.0,2025-04-01,1218/2024,2025-09-18 00:00:00.000000000,EMPENHADO,,Não Informado,Não Informado,Não Informado,PORT 6.426,84916,2025NE000836,,,,,,,
553,CMMH,24001.027058/2025-15,B BRAUN,1339598.0,2025-04-01,1023/2024,2025-07-28 00:00:00.000000000,EMPENHADO,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
554,CMMH,24001.029107/2025-54,SURGICALLMED,980.0,2025-04-01,1454/2024,2025-11-07 00:00:00.000000000,463,750.0,1895,TESOURO,339030,T/500,T/500,,IMPRESSO,,,,,,
555,NUTRIÇÃO,24001.028744/2025-11,PH COMERCIAL,2376.0,2025-04-01,1552/2024,2025-11-13 00:00:00.000000000,EMPENHADO,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
556,FARMACIA,24001.028326/2025-16,BIOLAB SANUS,4950.0,2025-04-01,OC,2025-06-02 00:00:00.000000000,567,762.0,1874,FAE,339030,Não Informado,,,,,,,,,
567,INFORMATICA,24001.029262/2025-71,SIMPRESS,6715515.0,2025-03-01,1117/2023,2025-10-27 00:00:00.000000000,567,768.0,1872,FAE,339030,PORT-6.426,84326,2025NE000769,"R$ 1.332,01",XXX,XXX,2025-05-30 00:00:00,"R$ 65.823,14",2025NL001155,
568,CMMH,24001.029273/2025-51,ENFERMED,6367565.0,2025-04-01,1631/2024,2025-12-07 00:00:00.000000000,463,757.0,1874,TESOURO,339030,Não Informado,,2025NE000711,"R$ 764,11",XXX,XXX,2025-05-16 00:00:00,"R$ 62.911,54",2025NL001055,
569,NUTRIÇÃO,24001.029342/2025-26,ISM,75836823.0,2025-03-01,776/2021,,787,1872.0,2223,SUS,339030,PRODUÇÃO,83291,2025NE000909,"R$9.100,42",XXX,XXX,2025-05-15 00:00:00,"R$749.267,81",2025NL001035,
570,CMMH,24001.029355/2025-03,MEDBRANDS,14250.0,2025-04-01,607/2024,2025-06-10 00:00:00.000000000,463,757.0,1874,TESOURO,339030,Não Informado,,,,,,,,,
571,CMMH,24001.029464/2025-12,AGF MEDICAL,36620687.0,2025-04-01,616/2024,2025-06-14 00:00:00.000000000,EMPENHADO,,Não Informado,Não Informado,Não Informado,PRODUÇÃO,87963,2025NE000838,"R$48,66",XXX,XXX,2025-05-20 00:00:00,"R$4.005,95",2025NL001056,
572,ALMOXARIFADO,24001.028770/2025-31,PRISMA DISTRIBUIDORA,3134.0,2025-04-01,OC,2025-06-18 00:00:00.000000000,567,766.0,1878,FAE,339030,Não Informado,,,,,,,,,
573,CMMH,24001.028416/2025-15,LM FARMA,54785.0,2025-04-01,OC,2026-01-15 00:00:00.000000000,567,764.0,1895,SUS,339030,PRODUÇÃO,83292,2025NE000780,"R$ 65,74",XXX,XXX,2025-05-16 00:00:00,"R$ 5.412,76",2025NL001041,
574,FARMACIA,24001.028618/2025-59,DL DISTRIBUIDORA,518.0,2025-04-01,OC,2025-06-25 00:00:00.000000000,567,762.0,1874,FAE,339030,PRODUÇÃO,84103,2025NE000748,,,,,,,
575,ALMOXARIFADO,24001.028777/2025-53,COMERCIAL RIOS,580.0,2025-04-01,OC,2025-07-11 00:00:00.000000000,567,763.0,1882,FAE,339030,PRODUÇÃO,83289,2025NE000756,"R$ 6,96",XXX,XXX,2025-05-16 00:00:00,"R$ 573,04",2025NL001040,
576,ALMOXARIFADO,24001.028778/2025-06,PRISMA DISTRIBUIDORA,645.0,2025-04-01,OC,2025-07-11 00:00:00.000000000,567,763.0,1882,FAE,339030,PRODUÇÃO,83100,2025NE000763,"R$ 7,74",XXX,XXX,2025-05-13 00:00:00,"R$ 637,26",2025NL001004,
577,FARMACIA,24001.028273/2025-33,T S COMERCIAL,103566.0,2025-04-01,OC,2025-05-20 00:00:00.000000000,567,762.0,1874,FAE,339030,PRODUÇÃO,82461,,IMPRESSO,,,,,,
578,ALMOXARIFADO,24001.028761/2025-41,F C COMERCIO,129675.0,2025-04-01,OC,2025-04-24 00:00:00.000000000,463,753.0,1885,TESOURO,339030,T/500,T/500,,,,,,,,
579,FARMACIA,24001.028291/2025-15,ONCOEXO,1173615.0,2025-04-01,OC,2025-06-09 00:00:00.000000000,569,771.0,1874,TESOURO,339030,T/500,T/500,2025NE000802,"R$ 1.408,34",XXX,XXX,2025-05-26 00:00:00,"R$ 115.953,16",2025NL001098,
580,ALMOXARIFADO,24001.026591/2025-60,J.V. MAXIMUS,11250.0,2025-04-01,OC,2025-06-18 00:00:00.000000000,588,690.0,2156,TESOURO,339039,Não Informado,,,,,,,,,
581,FARMACIA,24001.028263/2025-06,BERGAMO,2274.0,2025-04-01,OC,2025-05-20 00:00:00.000000000,567,762.0,1874,FAE,339030,PRODUÇÃO,RETEN(86614)86741,,,,,,,,
582,ALMOXARIFADO,24001.028748/2025-91,ANDRE V S MORAIS,4480.0,2025-04-01,OC,2025-04-24 00:00:00.000000000,438,754.0,1885,FAE,339030,PRODUÇÃO,82697,2025NE000703,XXX,XXX,XXX,2025-05-08 00:00:00,"R$ 4.480,00",2025NL000963,
583,CMMH,24001.028265/2025-97,MEDICAL LIFE,12163.0,2025-04-01,OC,2025-09-03 00:00:00.000000000,567,764.0,1895,SUS,339030,PRODUÇÃO,83685,2025NE000782,"R$ 145,96",XXX,XXX,2025-05-21 00:00:00,"R$ 12.017,04",2025NL001075,
584,FARMACIA,24001.028711/2025-63,EMMARKA,1296486.0,2025-04-01,OC,2025-06-09 00:00:00.000000000,569,771.0,1874,TESOURO,339030,T/500,T/500,2025NE000809,"R$1.555,78",XXX,XXX,2025-05-08 00:00:00,"R$128.092,82",2025NL000965,
585,CMMH,24001.028251/2025-73,UNIT - INDUSTRIA,4400.0,2025-04-01,OC,2025-09-03 00:00:00.000000000,569,774.0,1895,TESOURO,339030,T/500,T/500,2025NE000817,"R$ 52,80",XXX,XXX,2025-05-30 00:00:00,"R$ 4.347,20",2025NL001166,
586,FARMACIA,24001.028836/2025-93,JB FARMA,1250.0,2025-04-01,OC,2025-06-19 00:00:00.000000000,569,771.0,1874,TESOURO,339030,T/500,T/500,,,,,,,,
587,FARMACIA,24001.028256/2025-04,EMMARKA,4703.0,2025-04-01,OC,2025-06-09 00:00:00.000000000,569,771.0,1874,TESOURO,339030,T/500,T/500,,,,,,,,
588,FARMACIA,24001.028577/2025-09,SANTA BRANCA,5382.0,2025-04-01,OC,2025-05-15 00:00:00.000000000,567,762.0,1874,FAE,339030,PRODUÇÃO,82700,2025NE000746,"R$ 6,46",XXX,XXX,2025-05-08 00:00:00,"R$ 531,74",2025NL000961,
589,FARMACIA,24001.028195/2025-77 ,NDS DISTRIBUIDORA,335.0,2025-04-01,OC,2025-06-17 00:00:00.000000000,569,771.0,1874,TESOURO,339030,T/500,T/500,,,,,,,,
590,FARMACIA,24001.028810/2025-45,UNIAO FARMA,18100.0,2025-04-01,OC,2025-05-15 00:00:00.000000000,567,762.0,1874,FAE,339030,PRODUÇÃO,85066,2025NE000740,,,,,,,
591,FARMACIA,24001.028213/2025-11,T S COMERCIAL,259456.0,2025-04-01,OC,2025-06-17 00:00:00.000000000,569,771.0,1874,TESOURO,339030,T/500,T/500,,,,,,,,
592,FARMACIA,24001.027648/2025-48,FARMACE INDUSTRIA,1281.0,2025-04-01,OC,2025-04-16 00:00:00.000000000,435,747.0,1874,FAE,339030,Não Informado,,,IMPRESSO,,,,,,
593,FARMACIA,24001.027645/2025-12,NDS DISTRIBUIDORA,20405.0,2025-04-01,OC,2025-06-09 00:00:00.000000000,569,771.0,1874,TESOURO,339030,T/500,T/500,,,,,,,,
594,FARMACIA,24001.028191/2025-99,FRESENIUS KABI,9648.0,2025-04-01,OC,2025-06-17 00:00:00.000000000,569,771.0,1874,TESOURO,339030,T/500,T/500,,,,,,,,
595,FARMACIA,24001.028806/2025-87,EMMARKA,99888.0,2025-04-01,OC,2025-05-15 00:00:00.000000000,567,762.0,1874,FAE,339030,Não Informado,,,,,,,,,
596,FARMACIA,24001.028820/2025-81,EMMARKA,10797.0,2025-04-01,OC,2025-06-27 00:00:00.000000000,569,771.0,1874,TESOURO,339030,T/500,T/500,2025NE000804,"R$129,56",XXX,XXX,2025-05-08 00:00:00,"R$10.667,44",2025NL000964,
597,CMMH,24001.027844/2025-12,DESTIMED,5304.0,2025-04-01,OC,2025-12-18 00:00:00.000000000,569,774.0,1895,TESOURO,339030,T/500,T/500,2025NE00816,SIMP.NAC,XXX,XXX,2025-05-27 00:00:00,"R$ 530,40",2025NL001117,
598,CMMH,24001.027621/2025-55,KORAL PRODUTOS,481.0,2025-04-01,OC,2025-12-10 00:00:00.000000000,569,774.0,1895,TESOURO,339030,T/500,T/500,,,,,,,,
599,FARMACIA,24001.027682/2025-12,HALEX ISTAR,49800.0,2025-04-01,OC,2025-04-16 00:00:00.000000000,435,747.0,1874,FAE,339030,Produção,82154,,IMPRESSO,,,,,,
600,FARMACIA,24001.028599/2025-61,T S COMERCIAL,6789.0,2025-04-01,OC,2025-06-24 00:00:00.000000000,569,776.0,1874,TESOURO,339030,Não Informado,,,,,,,,,
602,FARMACIA,24001.028045/2025-63,EMMARKA,1056.0,2025-04-01,OC,2025-04-16 00:00:00.000000000,435,747.0,1874,FAE,339030,Produção,81955,,IMPRESSO,,,,,,
603,ALMOXARIFADO,24001.027572/2025-51,SERVSUPR,1988.0,2025-04-01,OC,2025-11-04 00:00:00.000000000,588,781.0,1874,TESOURO,339030,Não Informado,,,,,,,,,
604,FARMACIA,24001.027951/2025-41,MCW PRODUTOS,4120.0,2025-04-01,OC,2025-06-24 00:00:00.000000000,569,776.0,1874,TESOURO,339030,Não Informado,,2025NE000822,"R$ 49,44",XXX,XXX,2025-05-27 00:00:00,"R$ 4.070,56",2025NL001115,
605,ALMOXARIFADO,24001.027531/2025-64,PRISMA DISTRIBUIDORA,236918.0,2025-04-01,OC,2025-06-18 00:00:00.000000000,588,781.0,1874,TESOURO,339030,Não Informado,,,,,,,,,
606,CMMH,24001.027636/2025-13,GOLDMED,680.0,2025-04-01,OC,2025-12-10 00:00:00.000000000,569,774.0,1895,TESOURO,339030,T/500,T/500,2025NE000814,SIMP.NAC,XXX,XXX,2025-05-14 00:00:00,"R$ 680,00",2025NL0001026,
607,CMMH,24001.027827/2025-85,PANORAMA,204604.0,2025-04-01,OC,2025-12-11 00:00:00.000000000,EMPENHADO,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
608,ALMOXARIFADO,24001.027563/2025-60,PROHOSPITAL,545925.0,2025-04-01,OC,2025-06-19 00:00:00.000000000,585,775.0,1895,FAE,339030,PRODUÇÃO,PA DE RET(86633),,,,,,,,
609,FARMACIA,24001.028070/2025-47,SANTA BRANCA,7100.0,2025-04-01,OC,2025-04-21 00:00:00.000000000,435,747.0,1874,FAE,339030,Não Informado,,,,,,,,,
611,FARMACIA,24001.027656/2025-94,BELIEVE FARMA,8520.0,2025-04-01,OC,2025-04-16 00:00:00.000000000,435,748.0,1874,FE,339030,PRODUÇÃO,83710,2025NE000655,"R$ 102,24",XXX,XXX,2025-05-21 00:00:00,"R$ 8.417,76",2025NL001077,
612,FARMACIA,24001.027869/2025-16,SANTA BRANCA,63432.0,2025-04-01,OC,2025-05-02 00:00:00.000000000,567,762.0,1874,FAE,339030,PRODUÇÃO,82701,2025NE000743,"R$ 76,12",XXX,XXX,2025-05-08 00:00:00,"R$ 6.267,08",2025NL000960,
613,FARMACIA,24001.027696/2025-36,CALL MED,354043.0,2025-04-01,OC,2025-04-16 00:00:00.000000000,435,748.0,1874,FE,339030,Produção,81946,,IMPRESSO,,,,,,
614,FARMACIA,24001.028058/2025-32,MAXXI DISTRIBUIDORA,216.0,2025-04-01,OC,2025-04-21 00:00:00.000000000,435,749.0,1874,FAE,339030,Não Informado,,,,,,,,,
615,FARMACIA,24001.027873/2025-84,HUB HEALTH,13560.0,2025-04-01,OC,2025-05-02 00:00:00.000000000,567,762.0,1874,FAE,339030,Não Informado,,,,,,,,,
